cell,model,task,problem_id,n_failed_rollouts,spread,concentration,logit_dispersion,retry,sparse_steer,sparse_steer_random,local_temp,dense_steer
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_564,9,0.450903,2.634062,-0.736764,0.555556,0.555556,0.666667,0.666667,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_568,10,0.475338,2.584359,-0.735014,0.0,0.0,0.0,0.0,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_569,7,0.448352,2.598304,-0.777917,0.714286,0.571429,0.428571,0.571429,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_575,3,0.583984,2.506167,-0.670683,1.0,1.0,1.0,0.666667,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_577,8,0.565985,2.509406,-0.749934,0.625,0.625,0.375,0.5,0.307692
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_578,7,0.471968,2.600872,-0.841876,0.142857,0.0,0.0,0.0,0.5
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_582,8,0.502743,2.337784,-0.654244,0.75,1.0,1.0,1.0,0.769231
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_584,9,0.531469,2.600498,-0.743813,0.0,0.0,0.0,0.0,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_586,7,0.46852,2.406617,-0.676997,1.0,1.0,1.0,0.857143,0.916667
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_587,10,0.653223,2.502717,-0.684489,0.1,0.2,0.1,0.0,0.266667
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_589,3,0.467078,2.393827,-1.026899,1.0,1.0,1.0,1.0,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_59,10,0.557637,2.559884,-0.756205,0.9,0.8,0.6,1.0,0.866667
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_591,10,0.408887,2.627214,-0.738625,0.0,0.0,0.0,0.0,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_60,8,0.614821,2.476522,-0.572822,0.75,0.5,0.75,0.625,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_602,3,0.50687,2.084681,-0.875963,1.0,1.0,1.0,1.0,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_605,10,0.59993,2.186879,-1.212859,0.2,0.0,0.1,0.0,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_608,9,0.564345,2.571697,-0.753982,0.111111,0.0,0.0,0.0,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_609,5,0.661219,2.41291,-0.73012,0.0,0.0,0.0,0.0,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_612,6,0.549579,2.485199,-0.700537,0.333333,0.5,0.666667,0.333333,0.090909
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_615,9,0.417805,2.592474,-0.649846,1.0,0.888889,1.0,0.888889,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_617,3,0.724798,1.980134,-0.568082,1.0,1.0,1.0,0.666667,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_62,10,0.492601,2.502839,-0.689514,0.0,0.0,0.0,0.0,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_625,10,0.482806,2.499635,-0.701682,0.6,0.4,0.6,0.3,0.666667
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_628,6,0.451125,2.37243,-0.908209,1.0,1.0,1.0,1.0,0.909091
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_63,8,0.549636,2.547408,-0.753597,1.0,0.75,1.0,0.875,0.307692
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_630,10,0.531055,2.611024,-0.905418,0.5,0.4,0.2,0.2,0.333333
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_632,10,0.558887,2.527835,-0.536029,0.2,0.1,0.0,0.0,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_634,10,0.503142,2.491145,-0.713662,1.0,0.7,0.8,0.8,0.933333
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_652,8,0.530618,2.423139,-1.332465,1.0,1.0,1.0,1.0,0.538462
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_658,10,0.50687,2.582394,-0.790961,0.2,0.0,0.0,0.0,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_660,10,0.486523,2.596508,-0.596812,0.6,0.6,0.3,0.5,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_662,3,0.521433,2.533574,-0.956262,1.0,0.333333,1.0,1.0,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_665,10,0.419104,2.615128,-0.702603,0.0,0.0,0.1,0.1,0.666667
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_67,10,0.499869,2.415184,-0.784539,0.9,1.0,0.8,0.9,0.933333
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_677,10,0.47627,2.606747,-0.623701,0.9,0.6,0.7,0.7,0.266667
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_678,4,0.597957,2.462979,-0.92645,0.25,0.0,0.25,0.0,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_679,9,0.620468,2.563749,-0.974981,0.888889,0.888889,0.555556,1.0,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_683,5,0.540607,2.469023,-0.789196,0.0,0.0,0.0,0.2,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_686,8,0.562705,2.530285,-0.967214,0.125,0.0,0.0,0.0,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_688,6,0.343288,2.590824,-0.999311,0.833333,1.0,1.0,1.0,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_689,1,0.453008,2.422282,-1.072657,1.0,1.0,1.0,1.0,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_695,2,0.662362,2.157597,-1.172534,0.0,0.0,0.0,0.0,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_701,7,0.587891,2.566185,-0.767661,0.142857,0.285714,0.285714,0.142857,0.583333
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_707,10,0.453886,2.606763,-0.840809,0.7,0.9,0.9,0.9,0.133333
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_71,9,0.534153,2.532138,-0.866202,0.444444,0.222222,0.333333,0.333333,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_710,3,0.542697,2.497722,-0.908209,0.333333,0.333333,0.0,0.0,0.5
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_715,5,0.527198,2.470723,-0.767262,1.0,0.4,1.0,0.8,0.2
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_717,10,0.443262,2.567661,-0.590757,0.5,0.3,0.5,0.5,0.333333
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_725,2,0.535738,2.330418,-0.97487,1.0,1.0,1.0,1.0,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_730,2,0.358887,2.703583,-0.774456,1.0,0.5,1.0,1.0,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_732,3,0.440073,2.555954,-0.672176,0.0,0.0,0.333333,0.0,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_734,9,0.48491,2.560974,-0.934449,0.888889,0.888889,0.888889,0.666667,0.071429
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_737,6,0.525996,2.519553,-1.507276,0.666667,1.0,0.833333,0.5,0.818182
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_741,2,0.374504,2.519502,-0.984227,1.0,1.0,1.0,1.0,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_748,5,0.55921,2.553743,-0.533794,0.2,0.2,0.0,0.0,0.6
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_749,10,0.612075,2.514459,-0.606424,0.0,0.0,0.0,0.0,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_75,4,0.360282,2.689677,-1.023983,0.5,1.0,0.5,1.0,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_753,4,0.46745,2.566314,-0.984227,0.25,0.75,0.25,0.5,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_756,9,0.612442,2.455805,-0.908209,0.888889,1.0,1.0,1.0,0.714286
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_760,7,0.528878,2.597757,-0.717569,0.428571,0.285714,0.571429,0.0,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_776,3,0.643417,2.321136,-1.077277,0.0,0.0,0.0,0.0,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_778,8,0.477393,2.537205,-0.900869,0.875,0.5,0.75,0.875,0.923077
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_780,4,0.488037,2.599031,-0.958424,1.0,0.75,0.75,1.0,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_784,8,0.592724,2.463866,-0.762864,0.25,0.75,0.625,0.25,0.846154
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_789,8,0.503366,2.524393,-0.875963,1.0,1.0,0.875,1.0,0.846154
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_79,7,0.508323,2.420877,-1.222972,0.857143,0.571429,0.857143,0.857143,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_790,3,0.610919,2.506228,-0.656392,0.0,0.0,0.666667,0.666667,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_792,8,0.515479,2.525427,-0.845181,0.125,0.125,0.0,0.25,0.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_799,9,0.488065,2.549584,-0.886403,0.222222,0.888889,0.444444,0.444444,0.571429
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_83,10,0.426776,2.6105,-0.691617,1.0,1.0,1.0,1.0,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_84,10,0.429123,2.576265,-0.853027,0.2,0.0,0.2,0.0,0.066667
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_85,8,0.493136,2.5928,-0.818308,0.5,0.125,0.25,0.875,0.230769
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_89,9,0.58173,2.472569,-1.276902,0.888889,0.888889,0.777778,0.888889,0.642857
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_90,5,0.519855,2.538332,-0.674241,1.0,0.6,0.8,0.8,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_91,3,0.502978,2.542012,-1.034868,0.333333,0.666667,1.0,0.333333,1.0
sft1p7b|cruxeval,sft1p7b,cruxeval,sample_95,2,0.592537,2.360651,-1.085597,1.0,1.0,1.0,1.0,1.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec06pnAkLOr2t2mp,50,0.558438,2.584211,-0.610572,0.1,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec0Arme2jcXQZnAW,50,0.640338,2.549659,-0.550436,0.0,0.0,0.0,0.2,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec0VuKUjt1SZ7NYv,50,0.646504,2.582634,-0.62875,0.1,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec0wZvZgiz320KRs,47,0.399248,2.70794,-0.723985,0.2,0.1,0.1,0.2,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec0yTRmO1o1xCA6H,26,0.661356,2.648362,-0.593847,0.1,0.1,0.4,0.1,0.9
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec1oj2DveQWl9Rpw,50,0.453867,2.628757,-0.678244,0.0,0.0,0.0,0.0,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec1zl5LvaatzGhFt,50,0.599422,2.573479,-0.582875,0.2,0.0,0.2,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec260hNUCEj109Dj,50,0.559086,2.609306,-0.586234,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec2UlKqC6RFHdcro,50,0.703548,2.534422,-0.57533,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec2ZTsqazBZ3LTWZ,50,0.659277,2.580902,-0.574605,0.2,0.2,0.1,0.2,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec2fsnzUuvNtUYK8,33,0.650597,2.548693,-0.582538,0.1,0.3,0.4,0.4,0.8
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec32C1ZEapBnCC0E,50,0.668861,2.556321,-0.590448,0.0,0.0,0.0,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec47oNPXudlTIk4y,45,0.640451,2.600762,-0.56346,0.1,0.3,0.2,0.0,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec4JrWy7Il8ho5vk,45,0.655252,2.587467,-0.679591,0.2,0.3,0.3,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec4L69T0Y1AS4AFS,3,0.614418,2.585269,-0.478768,0.666667,0.333333,1.0,0.333333,1.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec4UqStf9WUVif1f,49,0.581716,2.606612,-0.637767,0.0,0.0,0.0,0.0,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec4r4KWNLrT7g2kR,34,0.685173,2.49885,-0.498542,0.3,0.0,0.3,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec527dNeEtWJrYNl,40,0.811035,2.542082,-0.553685,0.9,0.9,0.7,0.9,0.9
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec5eA17Qr1ucNLUf,50,0.731152,2.542677,-0.575666,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec5rjeLsEq5Fg7Oj,50,0.58959,2.606855,-0.671268,0.1,0.1,0.1,0.3,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec6sE2CRtD4drtHg,38,0.705321,2.525848,-0.539546,0.6,0.7,0.7,0.4,0.5
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec7C06XOB2h298ue,46,0.564274,2.564057,-0.704358,0.1,0.0,0.0,0.0,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec7qmSnbud4FHSqL,50,0.562051,2.623049,-0.617647,0.1,0.0,0.1,0.0,0.8
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec8nshandHARTkrg,5,0.582031,2.608293,-0.734435,0.2,0.2,0.4,0.2,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec8y3ZrBOcLgNEkE,41,0.671804,2.579277,-0.604545,0.3,0.5,0.8,0.6,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec9GugrngvsQR99A,45,0.643548,2.550572,-0.455757,0.3,0.1,0.4,0.3,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec9W28HgpEUeUN8k,50,0.591691,2.596047,-0.591318,0.1,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rec9ubQihAh6g9bft,50,0.65653,2.447095,-0.637161,0.0,0.1,0.1,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recA1i5ZAh0Uzclxp,50,0.604375,2.574199,-0.595726,0.0,0.0,0.2,0.2,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recAAJoHMW45Lv5je,50,0.622125,2.572465,-0.567353,0.0,0.1,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recAYkd96NNuNl1Ei,50,0.693875,2.572505,-0.534557,0.1,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recBGxVySx1pkrO1i,49,0.610836,2.555385,-0.541388,0.1,0.0,0.0,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recBXlqrZUCR897It,50,0.651835,2.523443,-0.509641,0.2,0.0,0.2,0.0,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recBhnXrUyTJ6WHIR,46,0.67886,2.591239,-0.600666,0.0,0.3,0.2,0.0,0.5
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recBtVK8rBVtIlXDq,19,0.715666,2.579523,-0.500357,0.9,0.6,0.8,0.8,1.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recCJJOeBGERaHYax,50,0.633249,2.519662,-0.551438,0.0,0.0,0.2,0.2,0.3
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recD8oX1KevFbl7bL,50,0.638418,2.617707,-0.640045,0.0,0.1,0.1,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recDDxpS9s8cwkqfq,41,0.491126,2.643361,-0.565522,0.1,0.2,0.1,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recDj2Y2BbtV02Wv5,50,0.667845,2.537247,-0.576453,0.4,0.4,0.3,0.2,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recDytVnNYZe2HuUU,50,0.555,2.587103,-0.638179,0.1,0.0,0.0,0.2,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recE2ihVfqEK4R9d0,50,0.544531,2.608995,-0.590993,0.1,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recEmTBhx2hgw6tPQ,44,0.56634,2.576531,-0.566445,0.4,0.5,0.5,0.5,0.4
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recFaL6j8UMhutXrc,48,0.632812,2.566715,-0.584047,0.2,0.3,0.1,0.2,0.3
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recG1ljJQcVy6CbSl,49,0.543905,2.62084,-0.590029,0.1,0.5,0.3,0.2,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recGFKDUd8qgz81Zl,50,0.61634,2.542522,-0.551654,0.0,0.0,0.1,0.2,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recGFNRVl1qBZGwyU,46,0.710407,2.487023,-0.510862,0.6,0.0,0.1,0.3,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recGee5m84dg5FZkc,50,0.730273,2.503776,-0.502122,0.0,0.0,0.0,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recHVUd2DkoKfedJZ,49,0.611133,2.592869,-0.532735,0.1,0.0,0.2,0.1,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recI1ls9OXdxatHQn,37,0.463102,2.656858,-0.593805,0.1,0.3,0.2,0.2,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recIDiDKKrN61Auyr,46,0.719852,2.527069,-0.527751,0.0,0.1,0.0,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recIIUynGGpsGEYuo,49,0.671456,2.596566,-0.571934,0.0,0.0,0.1,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recIMcQfaQNa6vzsT,46,0.6181,2.595073,-0.661359,0.2,0.3,0.1,0.5,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recINGR1z01Fh1Z3A,45,0.54477,2.622429,-0.60691,0.1,0.1,0.2,0.2,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recINSFEYLCyyd08m,50,0.574423,2.617932,-0.665539,0.1,0.2,0.0,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recIOlKBsOeEcgkA1,45,0.703624,2.577791,-0.538449,0.0,0.0,0.0,0.1,0.4
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recIj8lR4tuDgrHou,50,0.644883,2.546539,-0.544717,0.0,0.1,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recIlghoOw5VbY4Zh,50,0.619707,2.547226,-0.606935,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recJJcOHhFeSaRpl4,48,0.585776,2.57172,-0.592311,0.0,0.2,0.0,0.0,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recJZ3QEfRKjYw9a7,50,0.679863,2.504173,-0.598397,0.0,0.2,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recJpyGtGIsxulevT,50,0.446602,2.621936,-0.641004,0.1,0.0,0.5,0.3,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recK9F5aqdaybl8bb,46,0.614534,2.54751,-0.545322,0.3,0.2,0.2,0.1,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recKcjTwONILZqHAX,44,0.671203,2.548983,-0.606395,0.4,0.2,0.3,0.2,1.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recKm6LNWykGapmCr,49,0.726941,2.586364,-0.662591,0.1,0.1,0.1,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recKv4hFyNpViUXnL,50,0.662148,2.571418,-0.526932,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recL9MFV5zmdlle5T,49,0.710918,2.524743,-0.557297,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recLAgwx9vbgB5EHk,45,0.607304,2.568136,-0.582353,0.2,0.1,0.3,0.3,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recLB0EkQ54bYVhnd,50,0.518636,2.561234,-0.670935,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recLSzwBUS3olCjhl,50,0.661484,2.535045,-0.555156,0.0,0.0,0.1,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recLrRirj7iXoB0rU,47,0.597095,2.591326,-0.585055,0.0,0.0,0.0,0.2,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recMicVBcqy1xM1jq,50,0.688392,2.565157,-0.563355,0.1,0.1,0.1,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recN4DY9Q5V03glmQ,50,0.561983,2.668333,-0.657534,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recNAiPUKOulQbKVP,48,0.696716,2.51703,-0.537162,0.3,0.1,0.1,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recNFJjE5PPTqVJGv,49,0.424267,2.671411,-0.493517,0.1,0.4,0.1,0.2,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recNu3MXkvWUzHZr9,50,0.573633,2.586492,-0.620144,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recNuT2oSnO86bxOx,50,0.719219,2.530762,-0.537595,0.2,0.2,0.2,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recO3hvCWRGiG0odN,45,0.621181,2.554635,-0.619482,0.3,0.3,0.3,0.5,0.3
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recOYsaYs6RmtlTDy,44,0.526567,2.603854,-0.61067,0.4,0.3,0.7,0.5,0.6
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recOkA2zsy4GSMD9R,50,0.646328,2.576209,-0.587567,0.1,0.0,0.1,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recOvqPKUtyy9ISA1,43,0.663699,2.533314,-0.573369,0.5,0.1,0.4,0.3,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recPIzpnuYpB4yvmp,50,0.534141,2.628648,-0.604398,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recPL4ZPpVYxgMu57,20,0.684473,2.593601,-0.524649,0.8,0.6,1.0,0.6,0.7
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recPSTGXK3P39yNYT,30,0.561589,2.610871,-0.710549,0.5,0.5,0.1,0.3,0.7
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recPzW1WqRnPs57D6,50,0.696855,2.564011,-0.53316,0.2,0.0,0.1,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recQ8oxSY2aCwFRS8,49,0.653699,2.557139,-0.552126,0.0,0.0,0.1,0.0,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recQiWOxhkXRz9NVE,46,0.714143,2.526237,-0.619554,0.1,0.1,0.4,0.1,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recRTiyaRymerDJ4y,50,0.629902,2.600697,-0.587106,0.2,0.0,0.1,0.0,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recRZjaElf8ft7xTq,50,0.640371,2.592939,-0.533357,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recReg13iV2HwJTaA,49,0.655109,2.542486,-0.556292,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recRgabRzMaEoBRcM,49,0.567443,2.564393,-0.553272,0.2,0.0,0.0,0.1,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recRhwQwHijW0gCLo,50,0.518379,2.673617,-0.640789,0.2,0.1,0.1,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recS48OsU6kVadBPW,40,0.509766,2.625225,-0.606807,0.4,0.5,0.7,0.5,0.5
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recSBcGLPatKb3Ygu,50,0.546973,2.656249,-0.615413,0.1,0.1,0.1,0.0,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recTs7qzfJs6kfLUK,49,0.511001,2.671133,-0.530057,0.4,0.2,0.1,0.2,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recUBgVlkKzcRPDdK,34,0.678855,2.592774,-0.561449,0.5,0.5,0.6,0.3,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recUOePh79cp4T2Bg,47,0.607214,2.577866,-0.575587,0.1,0.1,0.2,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recUc29lMDBEvurYo,50,0.631699,2.562786,-0.622021,0.1,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recV1nqYQvpII94oC,50,0.750391,2.549645,-0.578018,0.5,0.0,0.5,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recVE8cUNHpHZIAvL,50,0.669375,2.588644,-0.53894,0.0,0.1,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recVEXvhYxAhELVqB,48,0.571798,2.569636,-0.539193,0.7,0.0,0.3,0.3,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recVvpD8miVjmmyfe,50,0.480352,2.657786,-0.695181,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recWPMm91mGDLXONm,45,0.628385,2.539589,-0.526863,0.3,0.6,0.3,0.3,0.3
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recWXwn9v4IG9ZrM6,31,0.683688,2.563078,-0.556462,0.5,0.4,0.4,0.4,0.4
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recWxGU8Q4YReJ1tb,48,0.583028,2.566323,-0.485377,0.1,0.0,0.1,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recWzUUYBN0NuXO2k,49,0.407506,2.671563,-0.666613,0.0,0.2,0.2,0.1,0.0
