cell,model,task,problem_id,n_failed_rollouts,spread,concentration,logit_dispersion,retry,sparse_steer,sparse_steer_random,local_temp,dense_steer
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recXsYa3i2UhGF5fe,48,0.597778,2.596113,-0.590386,0.1,0.1,0.1,0.0,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recXvQ6gWAmyakrpD,42,0.620775,2.598603,-0.572539,0.2,0.2,0.1,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recYA3LPsCvF1fTMI,50,0.684434,2.523456,-0.498033,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recYCMJWH7IpcdqwE,43,0.62123,2.570389,-0.4649,0.3,0.2,0.2,0.0,0.4
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recYOzCsevNz61Lyn,45,0.622938,2.573055,-0.594395,0.2,0.2,0.1,0.2,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recYt8xx80OTyDsL0,6,0.728181,2.44266,-0.478582,0.5,0.5,0.5,0.666667,0.666667
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recZ13cwgDQf9jRd9,49,0.645289,2.51517,-0.533556,0.2,0.4,0.2,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recZSGUkn56v9kEp1,49,0.614198,2.569339,-0.553356,0.3,0.2,0.2,0.4,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recZWeueB7lSPR6wN,50,0.671641,2.513991,-0.514556,0.2,0.1,0.1,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recZbxrocrxh9YENH,32,0.629852,2.565576,-0.559128,0.9,0.5,0.4,0.7,0.6
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recZdZxsN0AxDx0pB,46,0.610479,2.605211,-0.560915,0.6,0.2,0.2,0.2,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recZt4x514UQNnsgy,48,0.544454,2.608773,-0.562135,0.1,0.1,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_reca44yABeO2fx7UB,50,0.546431,2.624612,-0.62882,0.2,0.1,0.1,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recaXdGn3FAIkxLGM,50,0.55672,2.589318,-0.60717,0.2,0.1,0.1,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recafnH3RRnMBXEb1,42,0.668318,2.579898,-0.532609,0.3,0.3,0.5,0.6,0.3
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recakFKZioXUuldcd,50,0.593549,2.589955,-0.609785,0.0,0.1,0.0,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recatj4YXzbOaq3Ar,31,0.658266,2.596055,-0.606747,0.3,0.1,0.4,0.2,0.6
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recb2M22zaD3tL6Qc,49,0.582262,2.564541,-0.574775,0.2,0.0,0.0,0.2,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recb4cGsC6BJUCU3V,33,0.642193,2.551318,-0.594492,0.4,0.2,0.4,0.4,0.4
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recb80OwMgNnceA9t,48,0.630458,2.527164,-0.503169,0.3,0.2,0.6,0.3,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_reccOKzFNmyqeJ6ry,46,0.615489,2.584991,-0.545802,0.4,0.4,0.4,0.3,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_reccVBrYdwsB84fGy,48,0.686259,2.545948,-0.599984,0.2,0.0,0.0,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_reccVFW11Elovnf8T,43,0.72173,2.554356,-0.505155,0.1,0.2,0.2,0.2,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recclFbsjbaiVVnnV,50,0.623103,2.552955,-0.509346,0.2,0.2,0.5,0.2,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recdya6FuYraBU5Rh,49,0.712392,2.545619,-0.672875,0.1,0.0,0.0,0.3,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_receYQxnUBvxPcvbQ,50,0.710098,2.560273,-0.553637,0.0,0.0,0.0,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_receo3UUzRvWCqyfA,31,0.616819,2.586655,-0.499556,0.1,0.2,0.3,0.1,0.3
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recf6ayQmL1SxKbvW,48,0.74053,2.550649,-0.625748,0.1,0.3,0.6,0.4,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recfTlTMjZBuOducT,50,0.623535,2.577751,-0.619885,0.0,0.0,0.1,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recgC4GJ8wUemlUQD,50,0.696752,2.527158,-0.588192,0.2,0.0,0.1,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recgI6tUQ7RLJRWGx,40,0.576636,2.621444,-0.615903,0.6,0.4,0.6,0.6,0.6
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recgM7o1tcc7tP778,50,0.648613,2.570121,-0.590864,0.1,0.2,0.2,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recgXxEgllSGEpELP,50,0.519222,2.691131,-0.627946,0.1,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rechKl68Uc6H7vU0N,46,0.632017,2.53036,-0.569691,0.2,0.2,0.2,0.3,0.3
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rechgQucGlrnt8KRV,50,0.538936,2.61617,-0.608528,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rechtUKxC6G67H7Pr,11,0.564364,2.585488,-0.552741,0.7,0.6,0.9,0.8,0.6
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recihePFulRgNKsIn,31,0.630418,2.550233,-0.645488,0.2,0.1,0.0,0.0,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_reciuppdQde4FGX1z,50,0.641445,2.568843,-0.632584,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recixxJmdux0d8LZQ,50,0.63591,2.563638,-0.570646,0.0,0.2,0.2,0.2,0.4
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recjJ54TXc04enRkZ,50,0.682383,2.531808,-0.560684,0.4,0.2,0.3,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recjgMJaMxz4ESDF2,50,0.609153,2.573664,-0.530521,0.1,0.3,0.3,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_reck1zKeCssmN82Ga,50,0.641152,2.546988,-0.565239,0.1,0.5,0.5,0.3,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_reck4G4xxv3YnpbtQ,42,0.62207,2.525775,-0.543487,0.4,0.1,0.2,0.5,0.3
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_reckEnrOPFT9Ru7tW,50,0.568516,2.599373,-0.529408,0.0,0.0,0.1,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_reckYqR92oJkqJXkE,48,0.697228,2.575988,-0.631644,0.0,0.1,0.0,0.1,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_reckl6PkaEMWM50yZ,50,0.591621,2.547802,-0.549247,0.0,0.1,0.0,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recl1UtgTVKishAq4,50,0.63543,2.508454,-0.53033,0.1,0.1,0.2,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recmI7EiLv72PxmYK,48,0.53112,2.661599,-0.613977,0.0,0.1,0.0,0.1,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recmkvk6EFAmqyMxR,50,0.732461,2.529618,-0.555588,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recmwwQJnx7ll7bqL,24,0.481951,2.649928,-0.709066,0.5,0.7,0.8,0.5,0.3
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recn3NhOhqAPLda16,45,0.651758,2.546608,-0.616801,0.1,0.1,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recnGEpF1srQpaqWq,49,0.584861,2.51815,-0.772585,0.1,0.0,0.2,0.2,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recnTTKdBzfuoZ7w7,44,0.616943,2.54638,-0.480379,0.1,0.1,0.1,0.2,0.3
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recnawZPumSCLMVgp,42,0.650484,2.548148,-0.568071,0.3,0.3,0.2,0.1,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recnjViFrqlZNL3fY,50,0.584238,2.61865,-0.649863,0.0,0.0,0.1,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_reco8WSc71p8zAv4q,50,0.606445,2.568375,-0.668895,0.3,0.1,0.3,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recoiTJPGUmzAkief,48,0.756734,2.573323,-0.56479,0.4,0.0,0.2,0.0,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recooG6bivTUJpDBz,9,0.602648,2.584673,-0.471939,0.555556,0.555556,0.222222,0.0,0.222222
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recoy9ZLBsc7HIRBy,48,0.491464,2.615237,-0.584856,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recpJmTOXx6T48nDJ,49,0.459343,2.654658,-0.562624,0.0,0.1,0.2,0.1,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recpki12iG9RUGrz9,49,0.679155,2.501804,-0.613796,0.2,0.0,0.3,0.3,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recqFDvYKKRmbnoUb,50,0.593258,2.609188,-0.667927,0.0,0.0,0.0,0.0,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recqGD3fxPCI59vPQ,49,0.662488,2.568519,-0.596596,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recqLRu4BcJvlSANc,11,0.75364,2.583941,-0.588014,0.9,1.0,0.8,0.9,1.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recr3VHM4zYf6dMFY,48,0.661967,2.535643,-0.512789,0.4,0.4,0.3,0.6,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recrHBEJJoDTV05JR,46,0.64417,2.566245,-0.482366,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recrNbtgTNoabJJi6,50,0.571934,2.573111,-0.627137,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recrs0kUo7Ua1xhKO,42,0.611212,2.602365,-0.554308,0.2,0.2,0.3,0.2,0.5
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recs3PLPUEMiqg4P8,48,0.554353,2.616723,-0.582218,0.1,0.0,0.3,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rect4iLrSfUwkNTno,48,0.476775,2.609019,-0.603877,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rectXfsCM1dj4Kv2c,50,0.554932,2.595704,-0.524668,0.1,0.1,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_rectlyG9pCAAuWhoB,50,0.585352,2.566053,-0.611447,0.0,0.1,0.0,0.2,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recuYEkVjdVUwA3c0,9,0.627496,2.549773,-0.66497,0.888889,0.888889,1.0,0.888889,0.888889
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recuyeuT5rQ6qDt8F,50,0.526114,2.592861,-0.641313,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recv7GsQg3f0fvB1f,49,0.772341,2.520027,-0.586226,0.4,0.3,0.5,0.2,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recvZlMbpPz0yLDle,50,0.67046,2.526775,-0.549565,0.1,0.0,0.2,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recvlnu8BuLmXZhSX,50,0.588386,2.591081,-0.545116,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recw4rROcnHKNZhtK,34,0.724207,2.582269,-0.519195,0.6,0.6,0.6,0.7,0.2
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recwW1A85nfyQpReG,48,0.563404,2.541397,-0.698488,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recwlwlcPvXVNPmvl,50,0.417793,2.65206,-0.700336,0.4,0.7,0.6,0.6,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recxTy0x7M6T9ikc0,41,0.632908,2.571868,-0.509812,0.3,0.2,0.5,0.1,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recxsX66ktJ1Lwt4f,50,0.514519,2.588506,-0.65104,0.1,0.1,0.1,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recyPffUDqC2k7ZZO,49,0.528599,2.640974,-0.581283,0.2,0.3,0.0,0.4,0.6
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recyl3usDqb7ruXJx,50,0.694128,2.451024,-0.580189,0.1,0.0,0.1,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recypVp2NmPlBKVTp,16,0.755676,2.54054,-0.524473,0.7,0.5,0.5,0.5,0.4
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recyrk6XBVwugG5u8,50,0.692285,2.57652,-0.509226,0.0,0.0,0.1,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recywRj5a8EEjj2Ib,30,0.602799,2.613225,-0.570018,0.6,0.3,0.4,0.1,0.4
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_recz3MfYHPRhsEQkW,50,0.580234,2.560657,-0.56097,0.2,0.0,0.1,0.0,0.1
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_reczQ4I0VpENdMtIj,42,0.709682,2.581556,-0.658728,0.3,0.3,0.3,0.3,0.3
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_reczUoM8JsxU6pYxr,50,0.701357,2.555484,-0.558257,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_reczjcMtrB1YGS2fO,47,0.57719,2.617027,-0.646148,0.0,0.0,0.0,0.1,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_reczkBiPPNrNN49Hp,50,0.560977,2.593638,-0.63918,0.0,0.0,0.0,0.0,0.0
sft1p7b|gpqa,sft1p7b,gpqa,gpqa_reczzzihL7btBH7RO,50,0.716914,2.558214,-0.583834,0.3,0.3,0.4,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_0,9,0.487305,2.675324,-0.703466,0.222222,0.333333,0.222222,0.333333,0.076923
sft4b|cruxeval,sft4b,cruxeval,sample_100,5,0.397786,2.687691,-0.514166,0.8,0.6,0.8,0.6,0.75
sft4b|cruxeval,sft4b,cruxeval,sample_121,5,0.417969,2.675151,-0.662458,0.8,1.0,1.0,0.8,0.666667
sft4b|cruxeval,sft4b,cruxeval,sample_123,10,0.493945,2.652282,-1.059166,0.4,0.5,0.5,0.6,0.142857
sft4b|cruxeval,sft4b,cruxeval,sample_137,8,0.375977,2.697278,-0.807441,0.75,0.625,0.75,0.25,0.916667
sft4b|cruxeval,sft4b,cruxeval,sample_150,9,0.424219,2.657395,-0.985097,0.222222,0.666667,0.666667,0.222222,0.461538
sft4b|cruxeval,sft4b,cruxeval,sample_160,7,0.415114,2.733117,-0.66559,0.857143,0.428571,0.857143,0.285714,0.636364
sft4b|cruxeval,sft4b,cruxeval,sample_179,10,0.266992,2.748522,-1.056326,0.4,0.5,0.5,0.6,0.5
sft4b|cruxeval,sft4b,cruxeval,sample_18,5,0.414062,2.695751,-1.222572,1.0,0.6,0.4,0.8,0.833333
sft4b|cruxeval,sft4b,cruxeval,sample_186,7,0.527363,2.484411,-0.825859,1.0,0.857143,0.857143,1.0,0.75
sft4b|cruxeval,sft4b,cruxeval,sample_190,10,0.285352,2.823542,-0.79012,0.0,0.0,0.0,0.1,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_192,5,0.448414,2.516465,-0.930441,0.6,0.6,1.0,0.8,0.888889
sft4b|cruxeval,sft4b,cruxeval,sample_195,10,0.379688,2.732826,-1.060151,0.3,0.1,0.1,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_198,10,0.461523,2.706732,-1.020474,0.0,0.2,0.3,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_207,10,0.457143,2.54491,-1.009302,0.4,0.0,0.2,0.2,0.2
sft4b|cruxeval,sft4b,cruxeval,sample_209,10,0.499076,2.452865,-1.061268,0.0,0.0,0.0,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_21,5,0.351053,2.630761,-1.032709,0.0,0.4,0.0,0.2,0.111111
sft4b|cruxeval,sft4b,cruxeval,sample_22,10,0.511652,2.582385,-1.229609,0.5,0.3,0.5,0.2,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_229,5,0.289062,2.716986,-1.0786,0.4,0.0,0.4,0.0,0.222222
sft4b|cruxeval,sft4b,cruxeval,sample_238,7,0.394558,2.543845,-0.833195,0.857143,1.0,0.857143,1.0,0.375
sft4b|cruxeval,sft4b,cruxeval,sample_239,10,0.431337,2.653337,-0.935496,0.0,0.1,0.1,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_244,7,0.414833,2.700434,-0.761405,0.857143,0.571429,0.428571,1.0,0.454545
sft4b|cruxeval,sft4b,cruxeval,sample_247,10,0.498081,2.45061,-1.17468,0.8,0.7,0.6,1.0,0.214286
sft4b|cruxeval,sft4b,cruxeval,sample_249,9,0.374023,2.657774,-1.242396,0.0,0.333333,0.222222,0.222222,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_25,10,0.491806,2.599683,-0.99081,0.1,0.1,0.0,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_256,5,0.395117,2.662499,-0.670724,1.0,0.6,1.0,0.8,0.888889
sft4b|cruxeval,sft4b,cruxeval,sample_261,6,0.309967,2.788146,-0.681238,1.0,1.0,0.666667,1.0,0.625
sft4b|cruxeval,sft4b,cruxeval,sample_262,5,0.319888,2.641491,-0.918281,0.8,1.0,1.0,0.8,0.666667
sft4b|cruxeval,sft4b,cruxeval,sample_263,10,0.468482,2.428723,-1.135975,0.0,0.0,0.0,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_275,10,0.421222,2.688316,-1.025111,0.0,0.0,0.0,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_288,7,0.310742,2.717044,-0.742692,0.285714,0.142857,0.142857,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_289,10,0.551132,2.525745,-1.491624,0.3,0.1,0.1,0.7,0.071429
sft4b|cruxeval,sft4b,cruxeval,sample_291,10,0.336808,2.594291,-1.236048,0.333333,0.444444,0.444444,0.555556,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_294,10,0.311914,2.719321,-1.412091,0.0,0.1,0.0,0.1,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_299,5,0.435051,2.585646,-0.876003,1.0,1.0,1.0,1.0,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_30,10,0.462441,2.428636,-1.12228,0.2,0.1,0.0,0.1,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_305,10,0.341992,2.756771,-0.916562,0.0,0.0,0.0,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_308,7,0.428986,2.624039,-0.96068,0.0,0.142857,0.285714,0.0,0.125
sft4b|cruxeval,sft4b,cruxeval,sample_335,5,0.355469,2.730788,-0.738081,1.0,1.0,1.0,0.8,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_344,5,0.399414,2.726892,-1.077287,1.0,0.5,0.5,0.75,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_349,9,0.421875,2.690454,-1.033662,0.111111,0.111111,0.111111,0.0,0.153846
sft4b|cruxeval,sft4b,cruxeval,sample_352,6,0.367347,2.544853,-0.898288,1.0,1.0,1.0,1.0,0.6
sft4b|cruxeval,sft4b,cruxeval,sample_357,6,0.372807,2.680592,-0.988418,0.833333,0.833333,1.0,1.0,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_367,5,0.416992,2.686049,-0.701312,0.8,0.6,0.8,1.0,0.833333
sft4b|cruxeval,sft4b,cruxeval,sample_368,6,0.324219,2.754405,-0.813708,0.166667,0.833333,0.333333,0.333333,0.2
sft4b|cruxeval,sft4b,cruxeval,sample_371,5,0.433203,2.680345,-0.757796,1.0,1.0,1.0,1.0,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_384,10,0.441162,2.736401,-1.053404,0.9,0.9,0.9,1.0,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_385,7,0.256641,2.752634,-0.974185,0.857143,0.857143,0.714286,0.857143,0.727273
sft4b|cruxeval,sft4b,cruxeval,sample_394,5,0.454102,2.686266,-0.874492,0.8,0.8,0.8,0.4,0.625
sft4b|cruxeval,sft4b,cruxeval,sample_398,10,0.423633,2.646383,-0.987018,0.1,0.1,0.1,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_4,10,0.422334,2.667416,-1.069518,0.1,0.0,0.1,0.3,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_414,8,0.512695,2.628842,-1.202809,0.75,0.5,0.5,0.5,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_415,10,0.429297,2.721675,-0.952085,0.4,0.5,0.6,0.6,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_418,10,0.417246,2.6494,-1.173377,0.0,0.0,0.1,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_423,10,0.42832,2.652414,-1.134586,0.0,0.0,0.0,0.3,0.071429
sft4b|cruxeval,sft4b,cruxeval,sample_427,10,0.288867,2.705479,-1.2381,0.0,0.0,0.0,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_430,5,0.409774,2.549718,-1.355252,1.0,0.8,1.0,0.6,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_437,10,0.44082,2.686035,-1.201544,0.3,0.2,0.3,0.4,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_44,10,0.407031,2.674097,-1.236512,0.0,0.0,0.0,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_441,5,0.470731,2.614372,-0.743246,0.4,0.2,0.4,0.4,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_451,6,0.427618,2.589114,-0.857498,1.0,1.0,1.0,1.0,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_456,10,0.475977,2.471096,-1.102668,0.1,0.0,0.0,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_462,9,0.352809,2.553058,-1.078364,0.666667,0.555556,0.777778,0.555556,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_463,10,0.392253,2.67279,-0.952961,0.1,0.6,0.3,0.7,0.307692
sft4b|cruxeval,sft4b,cruxeval,sample_469,5,0.368815,2.701335,-0.785864,1.0,0.8,0.6,1.0,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_473,10,0.486914,2.705285,-1.181257,0.1,0.0,0.0,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_475,6,0.406359,2.397238,-0.915588,1.0,1.0,0.833333,0.833333,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_48,10,0.500992,2.340565,-1.14618,0.0,0.0,0.0,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_482,4,0.555664,2.724079,-0.57608,1.0,1.0,1.0,0.75,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_492,5,0.37146,2.658918,-0.888092,1.0,1.0,1.0,1.0,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_502,10,0.457671,2.376411,-1.026038,1.0,0.9,1.0,1.0,0.692308
sft4b|cruxeval,sft4b,cruxeval,sample_508,5,0.463387,2.692752,-0.721228,1.0,1.0,1.0,0.6,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_517,10,0.318945,2.74947,-1.250117,0.2,0.2,0.1,0.1,0.071429
sft4b|cruxeval,sft4b,cruxeval,sample_524,10,0.34043,2.723835,-1.104276,0.0,0.0,0.1,0.1,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_53,5,0.417188,2.662158,-0.792372,0.2,0.4,0.8,0.8,0.444444
sft4b|cruxeval,sft4b,cruxeval,sample_539,10,0.53418,2.671178,-1.322982,0.7,0.7,0.6,0.3,0.142857
sft4b|cruxeval,sft4b,cruxeval,sample_552,7,0.407031,2.668384,-0.991343,0.428571,0.285714,0.0,0.714286,0.181818
sft4b|cruxeval,sft4b,cruxeval,sample_555,10,0.463578,2.626407,-1.144991,0.2,0.2,0.1,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_568,10,0.377148,2.61736,-1.105208,0.0,0.0,0.0,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_575,5,0.518555,2.710111,-0.934719,1.0,1.0,0.8,0.6,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_577,4,0.463379,2.72656,-0.852834,1.0,1.0,0.75,0.75,0.833333
sft4b|cruxeval,sft4b,cruxeval,sample_582,5,0.344681,2.364398,-0.970376,0.75,0.75,0.75,1.0,0.25
sft4b|cruxeval,sft4b,cruxeval,sample_584,10,0.457904,2.658187,-1.304917,0.1,0.0,0.1,0.0,0.285714
sft4b|cruxeval,sft4b,cruxeval,sample_587,10,0.433333,2.512711,-0.984951,0.3,0.4,0.6,0.5,0.454545
sft4b|cruxeval,sft4b,cruxeval,sample_59,10,0.477309,2.666216,-1.274269,0.8,1.0,1.0,1.0,0.928571
sft4b|cruxeval,sft4b,cruxeval,sample_591,10,0.374219,2.655805,-0.964146,0.0,0.0,0.0,0.1,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_60,7,0.526344,2.527341,-0.966703,1.0,1.0,1.0,1.0,0.222222
sft4b|cruxeval,sft4b,cruxeval,sample_605,10,0.460238,2.46917,-1.1349,0.1,0.1,0.1,0.0,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_608,9,0.449219,2.697734,-0.875471,0.333333,0.444444,0.666667,0.555556,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_609,5,0.514648,2.668182,-0.726773,1.0,1.0,1.0,1.0,0.833333
sft4b|cruxeval,sft4b,cruxeval,sample_615,6,0.430664,2.696921,-0.838965,1.0,0.833333,0.833333,0.666667,0.555556
sft4b|cruxeval,sft4b,cruxeval,sample_617,6,0.515088,2.056432,-1.452238,0.666667,0.833333,0.833333,0.666667,1.0
sft4b|cruxeval,sft4b,cruxeval,sample_62,10,0.367165,2.570188,-0.955322,0.444444,0.444444,0.333333,0.666667,0.0
sft4b|cruxeval,sft4b,cruxeval,sample_625,5,0.393555,2.759547,-0.893277,0.8,1.0,0.8,0.8,0.5
